INFO 2025-06-19 11:19:40,790 autoreload 15540 26716 Watching for file changes with StatReloader
INFO 2025-06-19 19:33:41,500 views 29452 19816 Number of detections: 1
INFO 2025-06-19 19:33:41,502 views 29452 19816 Files in request: ['image_0']
INFO 2025-06-19 19:33:41,502 views 29452 19816 Detection 0: image_key=image_0
INFO 2025-06-19 19:33:41,502 views 29452 19816 Found file for image_0: upload_image_01275659827829828014.jpg, size: 179128
INFO 2025-06-19 19:33:41,512 basehttp 29452 21300 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:33:41,714 views 29452 19816 Serializer is valid, saving...
INFO 2025-06-19 19:33:41,732 views 29452 19816 === Instance 0 Debug ===
INFO 2025-06-19 19:33:41,732 views 29452 19816 Server ID: d0c87148-1352-4848-ae33-ff1227adb81f
INFO 2025-06-19 19:33:41,732 views 29452 19816 Image field name: images/d0c87148-1352-4848-ae33-ff1227adb81f.jpg
INFO 2025-06-19 19:33:41,733 views 29452 19816 Image field path: F:\pest_detection_app_backend\pest_detection_backend\media\images\d0c87148-1352-4848-ae33-ff1227adb81f.jpg
INFO 2025-06-19 19:33:41,733 views 29452 19816 Image field URL: /media/images/d0c87148-1352-4848-ae33-ff1227adb81f.jpg
INFO 2025-06-19 19:33:41,733 views 29452 19816 File exists on disk: True
INFO 2025-06-19 19:33:41,734 views 29452 19816 File size: 179128 bytes
INFO 2025-06-19 19:33:41,745 basehttp 29452 19816 "POST /detection/upload/ HTTP/1.1" 201 605
WARNING 2025-06-19 19:34:11,614 log 29452 16172 Not Found: /user_management/google_sign_in
WARNING 2025-06-19 19:34:11,615 basehttp 29452 16172 "POST /user_management/google_sign_in HTTP/1.1" 404 54
INFO 2025-06-19 19:34:15,482 basehttp 29452 16172 "POST /user_management/google_sign_in HTTP/1.1" 200 393
INFO 2025-06-19 19:34:15,697 basehttp 29452 16172 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 19:34:16,979 basehttp 29452 22680 "POST /detection/fetch/ HTTP/1.1" 200 498
INFO 2025-06-19 19:34:17,638 basehttp 29452 14868 "GET /media/images/d0c87148-1352-4848-ae33-ff1227adb81f.jpg HTTP/1.1" 200 179128
INFO 2025-06-19 19:34:20,024 views 29452 22680 === Starting batch upload ===
INFO 2025-06-19 19:34:20,024 views 29452 22680 MEDIA_ROOT: F:\pest_detection_app_backend\pest_detection_backend\media
INFO 2025-06-19 19:34:20,024 views 29452 22680 MEDIA_URL: /media/
INFO 2025-06-19 19:34:20,024 views 29452 22680 Media root exists: True
INFO 2025-06-19 19:34:20,025 views 29452 22680 Images dir exists: True
INFO 2025-06-19 19:34:20,025 views 29452 22680 Images dir writable: True
INFO 2025-06-19 19:34:20,026 views 29452 22680 Number of detections: 0
INFO 2025-06-19 19:34:20,026 views 29452 22680 Files in request: []
INFO 2025-06-19 19:34:20,026 views 29452 22680 Serializer is valid, saving...
INFO 2025-06-19 19:34:20,026 basehttp 29452 22680 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 19:34:20,046 basehttp 29452 3488 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:34:20,280 basehttp 29452 3488 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:35:27,159 autoreload 26460 23300 Watching for file changes with StatReloader
INFO 2025-06-19 19:35:37,596 basehttp 26460 16748 "GET /user_management/get_user_info/ HTTP/1.1" 200 298
WARNING 2025-06-19 19:35:38,736 log 26460 16748 Unauthorized: /user_management/get_user_info/
WARNING 2025-06-19 19:35:38,737 basehttp 26460 16748 "GET /user_management/get_user_info/ HTTP/1.1" 401 59
INFO 2025-06-19 19:35:45,438 basehttp 26460 16748 "POST /user_management/test HTTP/1.1" 201 397
INFO 2025-06-19 19:35:49,238 basehttp 26460 16748 "POST /user_management/google_sign_in HTTP/1.1" 200 382
INFO 2025-06-19 19:35:49,432 basehttp 26460 16748 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 19:35:49,858 basehttp 26460 6112 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 19:35:50,042 basehttp 26460 6112 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:35:50,045 views 26460 17484 === Starting batch upload ===
INFO 2025-06-19 19:35:50,045 views 26460 17484 MEDIA_ROOT: 
INFO 2025-06-19 19:35:50,045 views 26460 17484 MEDIA_URL: /
INFO 2025-06-19 19:35:50,045 views 26460 17484 Media root exists: False
INFO 2025-06-19 19:35:50,047 views 26460 17484 Images dir exists: True
INFO 2025-06-19 19:35:50,047 views 26460 17484 Images dir writable: True
INFO 2025-06-19 19:35:50,048 views 26460 17484 Number of detections: 0
INFO 2025-06-19 19:35:50,048 views 26460 17484 Files in request: []
INFO 2025-06-19 19:35:50,048 views 26460 17484 Serializer is valid, saving...
INFO 2025-06-19 19:35:50,049 basehttp 26460 17484 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 19:35:50,239 basehttp 26460 17484 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:35:59,049 basehttp 26460 16748 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:37:06,360 basehttp 26460 16748 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
WARNING 2025-06-19 19:37:07,616 log 26460 16748 Unauthorized: /user_management/get_user_info/
WARNING 2025-06-19 19:37:07,617 basehttp 26460 16748 "GET /user_management/get_user_info/ HTTP/1.1" 401 59
INFO 2025-06-19 19:37:30,788 basehttp 26460 25332 "POST /user_management/google_sign_in HTTP/1.1" 200 382
INFO 2025-06-19 19:37:31,008 basehttp 26460 25332 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 19:37:31,746 basehttp 26460 2904 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 19:37:31,939 basehttp 26460 2904 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:37:31,956 views 26460 22432 === Starting batch upload ===
INFO 2025-06-19 19:37:31,956 views 26460 22432 MEDIA_ROOT: 
INFO 2025-06-19 19:37:31,957 views 26460 22432 MEDIA_URL: /
INFO 2025-06-19 19:37:31,958 views 26460 22432 Media root exists: False
INFO 2025-06-19 19:37:31,959 views 26460 22432 Images dir exists: True
INFO 2025-06-19 19:37:31,959 views 26460 22432 Images dir writable: True
INFO 2025-06-19 19:37:31,960 views 26460 22432 Number of detections: 0
INFO 2025-06-19 19:37:31,960 views 26460 22432 Files in request: []
INFO 2025-06-19 19:37:31,961 views 26460 22432 Serializer is valid, saving...
INFO 2025-06-19 19:37:31,962 basehttp 26460 22432 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 19:37:32,124 basehttp 26460 22432 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:37:38,216 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:38:22,674 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:38:29,320 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:38:29,355 basehttp 26460 22432 "POST /detection/fetch/ HTTP/1.1" 200 97
INFO 2025-06-19 19:38:29,536 basehttp 26460 22432 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:38:29,570 views 26460 2904 === Starting batch upload ===
INFO 2025-06-19 19:38:29,570 views 26460 2904 MEDIA_ROOT: 
INFO 2025-06-19 19:38:29,570 views 26460 2904 MEDIA_URL: /
INFO 2025-06-19 19:38:29,570 views 26460 2904 Media root exists: False
INFO 2025-06-19 19:38:29,572 views 26460 2904 Images dir exists: True
INFO 2025-06-19 19:38:29,572 views 26460 2904 Images dir writable: True
INFO 2025-06-19 19:38:31,421 views 26460 2904 Number of detections: 1
INFO 2025-06-19 19:38:31,421 views 26460 2904 Files in request: ['image_0']
INFO 2025-06-19 19:38:31,421 views 26460 2904 Detection 0: image_key=image_0
INFO 2025-06-19 19:38:31,421 views 26460 2904 Found file for image_0: upload_image_05309481617817147263.jpg, size: 179128
INFO 2025-06-19 19:38:31,432 basehttp 26460 22432 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:38:31,516 views 26460 2904 Serializer is valid, saving...
INFO 2025-06-19 19:38:31,523 views 26460 2904 === Instance 0 Debug ===
INFO 2025-06-19 19:38:31,523 views 26460 2904 Server ID: 65a4659d-20c1-4134-aadc-84dcb7f745d9
INFO 2025-06-19 19:38:31,523 views 26460 2904 Image field name: images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
INFO 2025-06-19 19:38:31,524 views 26460 2904 Image field path: F:\pest_detection_app_backend\pest_detection_backend\images\65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
INFO 2025-06-19 19:38:31,524 views 26460 2904 Image field URL: /images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
INFO 2025-06-19 19:38:31,524 views 26460 2904 File exists on disk: True
INFO 2025-06-19 19:38:31,524 views 26460 2904 File size: 179128 bytes
INFO 2025-06-19 19:38:31,534 basehttp 26460 2904 "POST /detection/upload/ HTTP/1.1" 201 593
INFO 2025-06-19 19:38:35,922 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:39:54,522 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:40:05,756 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:40:11,226 basehttp 26460 25332 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 19:40:11,261 basehttp 26460 19656 "POST /detection/fetch/ HTTP/1.1" 200 97
INFO 2025-06-19 19:40:11,438 basehttp 26460 19656 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:40:11,470 views 26460 14712 === Starting batch upload ===
INFO 2025-06-19 19:40:11,470 views 26460 14712 MEDIA_ROOT: 
INFO 2025-06-19 19:40:11,470 views 26460 14712 MEDIA_URL: /
INFO 2025-06-19 19:40:11,470 views 26460 14712 Media root exists: False
INFO 2025-06-19 19:40:11,470 views 26460 14712 Images dir exists: True
INFO 2025-06-19 19:40:11,470 views 26460 14712 Images dir writable: True
INFO 2025-06-19 19:40:13,227 views 26460 14712 Number of detections: 1
INFO 2025-06-19 19:40:13,227 views 26460 14712 Files in request: ['image_0']
INFO 2025-06-19 19:40:13,227 views 26460 14712 Detection 0: image_key=image_0
INFO 2025-06-19 19:40:13,227 views 26460 14712 Found file for image_0: upload_image_04353083405983784543.jpg, size: 179128
INFO 2025-06-19 19:40:13,229 views 26460 14712 Serializer is valid, saving...
INFO 2025-06-19 19:40:13,234 views 26460 14712 === Instance 0 Debug ===
INFO 2025-06-19 19:40:13,235 views 26460 14712 Server ID: 6762f59b-87a0-428f-b322-dcfae246199b
INFO 2025-06-19 19:40:13,236 views 26460 14712 Image field name: images/6762f59b-87a0-428f-b322-dcfae246199b.jpg
INFO 2025-06-19 19:40:13,236 basehttp 26460 19656 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:40:13,236 views 26460 14712 Image field path: F:\pest_detection_app_backend\pest_detection_backend\images\6762f59b-87a0-428f-b322-dcfae246199b.jpg
INFO 2025-06-19 19:40:13,237 views 26460 14712 Image field URL: /images/6762f59b-87a0-428f-b322-dcfae246199b.jpg
INFO 2025-06-19 19:40:13,237 views 26460 14712 File exists on disk: True
INFO 2025-06-19 19:40:13,237 views 26460 14712 File size: 179128 bytes
INFO 2025-06-19 19:40:13,241 basehttp 26460 14712 "POST /detection/upload/ HTTP/1.1" 201 395
INFO 2025-06-19 19:41:08,119 autoreload 29524 19588 Watching for file changes with StatReloader
INFO 2025-06-19 19:41:20,004 basehttp 29524 27208 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 19:41:20,699 basehttp 29524 27208 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:41:20,720 views 29524 16400 === Starting batch upload ===
INFO 2025-06-19 19:41:20,720 views 29524 16400 MEDIA_ROOT: 
INFO 2025-06-19 19:41:20,720 views 29524 16400 MEDIA_URL: /
INFO 2025-06-19 19:41:20,721 views 29524 16400 Media root exists: False
INFO 2025-06-19 19:41:20,721 views 29524 16400 Images dir exists: True
INFO 2025-06-19 19:41:20,721 views 29524 16400 Images dir writable: True
INFO 2025-06-19 19:41:20,721 views 29524 16400 Number of detections: 0
INFO 2025-06-19 19:41:20,722 views 29524 16400 Files in request: []
INFO 2025-06-19 19:41:20,722 views 29524 16400 Serializer is valid, saving...
INFO 2025-06-19 19:41:20,722 basehttp 29524 16400 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 19:41:20,944 basehttp 29524 16400 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:41:35,488 basehttp 29524 28868 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 19:41:35,708 basehttp 29524 28868 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 19:41:35,724 views 29524 28804 === Starting batch upload ===
INFO 2025-06-19 19:41:35,725 views 29524 28804 MEDIA_ROOT: 
INFO 2025-06-19 19:41:35,725 views 29524 28804 MEDIA_URL: /
INFO 2025-06-19 19:41:35,725 views 29524 28804 Media root exists: False
INFO 2025-06-19 19:41:35,726 views 29524 28804 Images dir exists: True
INFO 2025-06-19 19:41:35,726 views 29524 28804 Images dir writable: True
INFO 2025-06-19 19:41:35,726 views 29524 28804 Number of detections: 0
INFO 2025-06-19 19:41:35,726 views 29524 28804 Files in request: []
INFO 2025-06-19 19:41:35,726 views 29524 28804 Serializer is valid, saving...
INFO 2025-06-19 19:41:35,728 basehttp 29524 28804 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 19:41:35,924 basehttp 29524 28804 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 19:42:30,798 basehttp 29524 15804 "POST /user_management/google_sign_in HTTP/1.1" 200 382
INFO 2025-06-19 19:42:31,009 basehttp 29524 15804 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 19:42:31,731 basehttp 29524 16236 "POST /detection/fetch/ HTTP/1.1" 200 727
WARNING 2025-06-19 19:42:32,331 log 29524 25604 Not Found: /images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
WARNING 2025-06-19 19:42:32,332 basehttp 29524 25604 "GET /images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg HTTP/1.1" 404 179
INFO 2025-06-19 19:58:42,564 autoreload 29524 19588 F:\pest_detection_app_backend\pest_detection_backend\detection\models.py changed, reloading.
INFO 2025-06-19 19:58:43,617 autoreload 13452 13156 Watching for file changes with StatReloader
INFO 2025-06-19 20:22:43,868 autoreload 13452 13156 F:\pest_detection_app_backend\pest_detection_backend\pest_detection_backend\urls.py changed, reloading.
INFO 2025-06-19 20:22:44,887 autoreload 21064 12084 Watching for file changes with StatReloader
INFO 2025-06-19 20:23:02,293 basehttp 21064 9844 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 20:23:05,494 basehttp 21064 9844 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 20:23:05,775 basehttp 21064 18324 "POST /detection/fetch/ HTTP/1.1" 200 727
WARNING 2025-06-19 20:23:06,334 log 21064 27896 Not Found: /images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
WARNING 2025-06-19 20:23:06,335 basehttp 21064 27896 "GET /images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg HTTP/1.1" 404 179
INFO 2025-06-19 20:31:53,915 autoreload 19340 15800 Watching for file changes with StatReloader
INFO 2025-06-19 20:32:04,968 basehttp 19340 15752 "GET /user_management/get_user_info/ HTTP/1.1" 200 287
INFO 2025-06-19 20:32:05,127 basehttp 19340 29424 "POST /detection/fetch/ HTTP/1.1" 200 739
WARNING 2025-06-19 20:32:05,821 log 19340 20532 Not Found: /media/images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg
WARNING 2025-06-19 20:32:05,821 basehttp 19340 20532 "GET /media/images/65a4659d-20c1-4134-aadc-84dcb7f745d9.jpg HTTP/1.1" 404 179
WARNING 2025-06-19 20:32:27,090 log 19340 15752 Unauthorized: /user_management/get_user_info/
WARNING 2025-06-19 20:32:27,090 basehttp 19340 15752 "GET /user_management/get_user_info/ HTTP/1.1" 401 59
INFO 2025-06-19 20:32:42,363 basehttp 19340 15752 "POST /user_management/test HTTP/1.1" 201 420
INFO 2025-06-19 20:33:16,102 basehttp 19340 15752 "POST /user_management/google_sign_in HTTP/1.1" 200 405
INFO 2025-06-19 20:33:16,286 basehttp 19340 15752 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 20:33:17,044 basehttp 19340 29424 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 20:33:17,275 basehttp 19340 29424 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 20:33:17,355 views 19340 22984 === Starting batch upload ===
INFO 2025-06-19 20:33:17,355 views 19340 22984 MEDIA_ROOT: 
INFO 2025-06-19 20:33:17,355 views 19340 22984 MEDIA_URL: /media/
INFO 2025-06-19 20:33:17,356 views 19340 22984 Media root exists: False
INFO 2025-06-19 20:33:17,356 views 19340 22984 Images dir exists: True
INFO 2025-06-19 20:33:17,356 views 19340 22984 Images dir writable: True
INFO 2025-06-19 20:33:17,357 views 19340 22984 Number of detections: 0
INFO 2025-06-19 20:33:17,357 views 19340 22984 Files in request: []
INFO 2025-06-19 20:33:17,357 views 19340 22984 Serializer is valid, saving...
INFO 2025-06-19 20:33:17,358 basehttp 19340 22984 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 20:33:17,488 basehttp 19340 22984 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 20:33:40,791 basehttp 19340 15752 "GET /user_management/get_user_info/ HTTP/1.1" 200 310
INFO 2025-06-19 20:33:45,128 basehttp 19340 15752 "GET /user_management/get_user_info/ HTTP/1.1" 200 310
INFO 2025-06-19 20:33:45,166 basehttp 19340 22984 "POST /detection/fetch/ HTTP/1.1" 200 97
INFO 2025-06-19 20:33:45,401 basehttp 19340 22984 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 20:33:45,449 views 19340 29424 === Starting batch upload ===
INFO 2025-06-19 20:33:45,449 views 19340 29424 MEDIA_ROOT: 
INFO 2025-06-19 20:33:45,450 views 19340 29424 MEDIA_URL: /media/
INFO 2025-06-19 20:33:45,450 views 19340 29424 Media root exists: False
INFO 2025-06-19 20:33:45,450 views 19340 29424 Images dir exists: True
INFO 2025-06-19 20:33:45,450 views 19340 29424 Images dir writable: True
INFO 2025-06-19 20:33:47,414 views 19340 29424 Number of detections: 1
INFO 2025-06-19 20:33:47,414 views 19340 29424 Files in request: ['image_0']
INFO 2025-06-19 20:33:47,414 views 19340 29424 Detection 0: image_key=image_0
INFO 2025-06-19 20:33:47,414 views 19340 29424 Found file for image_0: upload_image_09108447846180896664.jpg, size: 179128
INFO 2025-06-19 20:33:47,447 basehttp 19340 22984 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 20:33:47,580 views 19340 29424 Serializer is valid, saving...
INFO 2025-06-19 20:33:47,589 views 19340 29424 === Instance 0 Debug ===
INFO 2025-06-19 20:33:47,590 views 19340 29424 Server ID: e374789c-da0e-407b-8901-2a9007378bc7
INFO 2025-06-19 20:33:47,590 views 19340 29424 Image field name: images/e374789c-da0e-407b-8901-2a9007378bc7.jpg
INFO 2025-06-19 20:33:47,590 views 19340 29424 Image field path: F:\pest_detection_app_backend\pest_detection_backend\images\e374789c-da0e-407b-8901-2a9007378bc7.jpg
INFO 2025-06-19 20:33:47,590 views 19340 29424 Image field URL: /media/images/e374789c-da0e-407b-8901-2a9007378bc7.jpg
INFO 2025-06-19 20:33:47,590 views 19340 29424 File exists on disk: True
INFO 2025-06-19 20:33:47,591 views 19340 29424 File size: 179128 bytes
INFO 2025-06-19 20:33:47,601 basehttp 19340 29424 "POST /detection/upload/ HTTP/1.1" 201 605
INFO 2025-06-19 20:37:47,955 autoreload 19340 15800 F:\pest_detection_app_backend\pest_detection_backend\pest_detection_backend\settings.py changed, reloading.
INFO 2025-06-19 20:37:48,873 autoreload 20892 13220 Watching for file changes with StatReloader
INFO 2025-06-19 20:37:50,629 autoreload 20892 13220 F:\pest_detection_app_backend\pest_detection_backend\pest_detection_backend\settings.py changed, reloading.
INFO 2025-06-19 20:37:51,442 autoreload 22064 29624 Watching for file changes with StatReloader
INFO 2025-06-19 20:37:56,397 autoreload 22064 29624 F:\pest_detection_app_backend\pest_detection_backend\pest_detection_backend\settings.py changed, reloading.
INFO 2025-06-19 20:37:57,128 autoreload 21688 18204 Watching for file changes with StatReloader
INFO 2025-06-19 20:37:58,802 autoreload 21688 18204 F:\pest_detection_app_backend\pest_detection_backend\pest_detection_backend\settings.py changed, reloading.
INFO 2025-06-19 20:37:59,453 autoreload 23360 20880 Watching for file changes with StatReloader
INFO 2025-06-19 20:39:54,348 autoreload 14596 21356 Watching for file changes with StatReloader
WARNING 2025-06-19 20:40:04,836 log 14596 16704 Unauthorized: /user_management/get_user_info/
WARNING 2025-06-19 20:40:04,838 basehttp 14596 16704 "GET /user_management/get_user_info/ HTTP/1.1" 401 59
WARNING 2025-06-19 20:40:11,326 log 14596 16704 Not Found: /user_management/google_sign_in
WARNING 2025-06-19 20:40:11,326 basehttp 14596 16704 "POST /user_management/google_sign_in HTTP/1.1" 404 54
INFO 2025-06-19 20:40:51,374 basehttp 14596 22236 "POST /user_management/test HTTP/1.1" 201 408
INFO 2025-06-19 20:40:55,064 basehttp 14596 22236 "POST /user_management/google_sign_in HTTP/1.1" 200 393
INFO 2025-06-19 20:40:55,248 basehttp 14596 22236 "GET /user_management/check_is_google_user HTTP/1.1" 200 52
INFO 2025-06-19 20:40:55,923 basehttp 14596 19448 "POST /detection/fetch/ HTTP/1.1" 200 59
INFO 2025-06-19 20:40:56,128 basehttp 14596 19448 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 20:40:56,149 views 14596 11888 === Starting batch upload ===
INFO 2025-06-19 20:40:56,150 views 14596 11888 MEDIA_ROOT: F:\pest_detection_app_backend\pest_detection_backend\media
INFO 2025-06-19 20:40:56,150 views 14596 11888 MEDIA_URL: /media/
INFO 2025-06-19 20:40:56,150 views 14596 11888 Media root exists: True
INFO 2025-06-19 20:40:56,150 views 14596 11888 Images dir exists: True
INFO 2025-06-19 20:40:56,152 views 14596 11888 Images dir writable: True
INFO 2025-06-19 20:40:56,153 views 14596 11888 Number of detections: 0
INFO 2025-06-19 20:40:56,153 views 14596 11888 Files in request: []
INFO 2025-06-19 20:40:56,153 views 14596 11888 Serializer is valid, saving...
INFO 2025-06-19 20:40:56,155 basehttp 14596 11888 "POST /detection/upload/ HTTP/1.1" 201 2
INFO 2025-06-19 20:40:56,314 basehttp 14596 11888 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 20:41:04,591 basehttp 14596 22236 "GET /user_management/get_user_info/ HTTP/1.1" 200 298
INFO 2025-06-19 20:41:08,347 basehttp 14596 22236 "GET /user_management/get_user_info/ HTTP/1.1" 200 298
INFO 2025-06-19 20:41:08,389 basehttp 14596 11888 "POST /detection/fetch/ HTTP/1.1" 200 97
INFO 2025-06-19 20:41:08,572 basehttp 14596 11888 "GET /detection/deleted/ HTTP/1.1" 200 18
INFO 2025-06-19 20:41:08,789 basehttp 14596 11888 "POST /detection/sync/notes/ HTTP/1.1" 200 17
INFO 2025-06-19 20:41:08,801 views 14596 19448 === Starting batch upload ===
INFO 2025-06-19 20:41:08,803 views 14596 19448 MEDIA_ROOT: F:\pest_detection_app_backend\pest_detection_backend\media
INFO 2025-06-19 20:41:08,803 views 14596 19448 MEDIA_URL: /media/
INFO 2025-06-19 20:41:08,803 views 14596 19448 Media root exists: True
INFO 2025-06-19 20:41:08,804 views 14596 19448 Images dir exists: True
INFO 2025-06-19 20:41:08,804 views 14596 19448 Images dir writable: True
